,Brand,Model,Year,Fuel,KM driven,Price
389,MG,HECTOR,2019,Petrol,"2,978 km","₹18,63,999"
390,Toyota,Camry,2017,Petrol,"69,593 km","₹18,77,199"
391,Maruti,S,2017,Diesel,"67,396 km","₹7,98,899"
392,Hyundai,Verna,2018,Petrol,"24,240 km","₹10,47,399"
393,Hyundai,Verna,2018,Petrol,"16,869 km","₹10,53,199"
394,Maruti,Baleno,2018,Petrol,"29,701 km","₹5,63,699"
395,Maruti,Alto,2019,Petrol,"21,494 km","₹3,52,199"
396,Maruti,Dzire,2018,Petrol,"15,755 km","₹6,62,399"
397,Ford,Ecosport,2018,Petrol,"12,961 km","₹8,27,299"
398,Maruti,Baleno,2016,Petrol,"42,062 km","₹6,31,899"
399,Volkswagen,Polo,2016,Petrol,"48,730 km","₹5,97,099"
400,Maruti,Baleno,2019,Petrol,"15,112 km","₹6,47,599"
401,Honda,WR-V,2018,Petrol,"17,699 km","₹7,76,199"
402,Hyundai,Verna,2018,Petrol,"12,584 km","₹11,23,999"
403,Ford,Ecosport,2019,Petrol,"17,463 km","₹8,95,299"
404,Maruti,Baleno,2017,Petrol,"12,840 km","₹6,04,399"
405,Honda,WR-V,2018,Petrol,"16,631 km","₹8,50,899"
406,Maruti,IGNIS,2019,Petrol,"13,058 km","₹5,53,499"
407,Hyundai,Grand,2016,Petrol,"32,812 km","₹4,33,799"
408,Maruti,Vitara,2019,Diesel,"21,250 km","₹9,00,899"
409,Ford,Ecosport,2018,Petrol,"11,860 km","₹8,87,999"
410,Hyundai,Grand,2019,Petrol,"4,031 km","₹5,26,999"
411,Maruti,Baleno,2017,Petrol,"31,950 km","₹6,28,799"
412,Maruti,Vitara,2020,Petrol,"23,940 km","₹9,11,499"
413,Toyota,Corolla,2016,Petrol,"90,835 km","₹10,78,499"
414,Maruti,Alto,2018,Petrol,"58,970 km","₹3,27,999"
415,Maruti,Dzire,2018,Petrol,"6,778 km","₹6,89,599"
416,Maruti,Swift,2014,Petrol,"30,601 km","₹4,49,699"
417,Hyundai,VENUE,2020,Petrol,"21,526 km","₹11,60,199"
418,Maruti,Wagon,2018,Petrol,"35,242 km","₹4,50,199"
419,Maruti,Alto,2017,Petrol,"55,116 km","₹3,21,699"
420,Maruti,Swift,2013,Petrol,"42,182 km","₹4,41,799"
421,Maruti,Vitara,2019,Diesel,"27,771 km","₹9,45,499"
422,Maruti,Baleno,2017,Petrol,"36,120 km","₹7,02,799"
423,Maruti,Dzire,2018,Diesel,"26,367 km","₹7,82,999"
424,Hyundai,Grand,2018,Petrol,"16,228 km","₹5,50,199"
425,Honda,Jazz,2018,Petrol,"23,178 km","₹6,63,499"
426,Maruti,Celerio,2018,Petrol,"43,901 km","₹4,51,699"
427,Maruti,Vitara,2018,Diesel,"20,210 km","₹8,70,499"
428,Hyundai,i20,2012,Petrol,"37,982 km","₹3,67,499"
429,Maruti,Alto,2014,Petrol,"22,626 km","₹2,48,899"
430,Ford,Ecosport,2019,Petrol,"10,102 km","₹9,77,199"
431,Maruti,Baleno,2019,Petrol,"4,333 km","₹7,50,299"
432,Hyundai,Grand,2016,Petrol,"15,650 km","₹4,78,599"
433,Jeep,Compass,2018,Petrol,"13,908 km","₹17,16,699"
434,MG,HECTOR,2020,Petrol,"8,681 km","₹17,75,099"
435,Maruti,Dzire,2019,Diesel,"34,404 km","₹8,33,899"
436,Hyundai,Grand,2016,Petrol,"11,819 km","₹5,10,899"
437,Jeep,Compass,2018,Petrol,"25,460 km","₹15,76,699"
438,Maruti,S,2021,Petrol,470 km,"₹4,69,899"
439,Maruti,Alto,2015,Petrol,"6,248 km","₹2,91,999"
440,Hyundai,Grand,2015,Petrol,"10,267 km","₹4,74,799"
441,Maruti,Alto,2018,Petrol,"8,465 km","₹3,20,799"
442,Maruti,Alto,2018,Petrol,"28,494 km","₹3,29,499"
443,Toyota,Etios,2011,Petrol,"47,256 km","₹3,08,599"
444,Hyundai,Creta,2016,Petrol,"43,682 km","₹7,95,399"
445,Hyundai,Elite,2015,Diesel,"32,895 km","₹6,09,199"
446,Hyundai,Creta,2016,Petrol,"53,826 km","₹8,23,699"
447,Maruti,Swift,2013,Petrol,"36,351 km","₹3,97,799"
448,Maruti,Alto,2015,Petrol,"24,518 km","₹2,65,799"
449,Maruti,New,2020,Petrol,996 km,"₹6,17,599"
450,Hyundai,i20,2017,Petrol,"12,910 km","₹6,20,799"
451,Hyundai,Creta,2019,Diesel,"12,012 km","₹15,03,699"
452,Maruti,Swift,2013,Diesel,"72,893 km","₹5,60,099"
453,Maruti,Alto,2016,Petrol,"4,810 km","₹3,46,199"
454,Hyundai,i10,2014,Petrol,"10,411 km","₹3,00,299"
455,Maruti,Celerio,2017,Petrol,"66,663 km","₹4,22,899"
456,Honda,City,2018,Petrol,"18,363 km","₹10,50,299"
457,Maruti,Ciaz,2018,Petrol,"14,122 km","₹7,12,699"
458,Hyundai,Elite,2016,Petrol,"69,615 km","₹5,34,799"
459,Maruti,Alto,2017,Petrol,"13,739 km","₹3,62,299"
460,Hyundai,Eon,2017,Petrol,"1,140 km","₹3,46,999"
461,Ford,Ecosport,2017,Diesel,"66,188 km","₹6,46,099"
462,Hyundai,i20,2013,Diesel,"72,869 km","₹3,94,499"
463,Renault,Kwid,2018,Petrol,"4,966 km","₹3,83,599"
464,Maruti,Vitara,2017,Diesel,"46,603 km","₹8,49,099"
465,Ford,Ecosport,2018,Diesel,"40,157 km","₹8,59,499"
466,Toyota,Glanza,2019,Petrol,"2,407 km","₹8,41,299"
467,Hyundai,VENUE,2019,Petrol,"12,231 km","₹10,58,399"
468,Maruti,S,2020,Petrol,"6,794 km","₹4,56,099"
469,Maruti,Vitara,2018,Diesel,"43,494 km","₹8,27,399"
470,Maruti,Vitara,2018,Diesel,"26,395 km","₹8,44,799"
471,Honda,Amaze,2014,Petrol,"78,312 km","₹4,61,699"
472,Hyundai,Creta,2017,Diesel,"1,18,008 km","₹8,56,799"
473,Hyundai,Grand,2016,Petrol,"26,904 km","₹4,63,199"
474,Mahindra,TUV300,2018,Diesel,"29,735 km","₹7,77,599"
475,Maruti,Vitara,2017,Diesel,"47,948 km","₹7,14,899"
476,Hyundai,Grand,2014,Petrol,"19,399 km","₹3,87,099"
477,Mahindra,Bolero,2020,Diesel,"15,137 km","₹8,85,188"
478,Skoda,Rapid,2020,Petrol,"6,981 km","₹9,01,299"
479,Renault,Kwid,2017,Petrol,"31,147 km","₹3,03,199"
480,Maruti,Swift,2015,Petrol,"95,918 km","₹4,22,999"
481,Maruti,Dzire,2017,Petrol,"38,194 km","₹6,47,999"
482,Maruti,Ciaz,2016,Petrol,"30,032 km","₹5,59,699"
483,Tata,Harrier,2019,Diesel,"22,757 km","₹14,96,999"
484,Hyundai,Xcent,2014,Petrol,"41,980 km","₹4,20,699"
485,Hyundai,VENUE,2020,Petrol,"4,489 km","₹9,52,499"
486,Maruti,Swift,2018,Petrol,"8,339 km","₹5,86,999"
487,Hyundai,Creta,2017,Diesel,"52,753 km","₹11,06,599"
488,Maruti,Ciaz,2018,Petrol,"31,002 km","₹8,08,499"
489,Hyundai,Creta,2018,Petrol,"36,550 km","₹11,29,999"
490,Maruti,Vitara,2017,Diesel,"46,304 km","₹6,70,499"
491,Honda,Amaze,2019,Diesel,"23,810 km","₹7,75,499"
492,Hyundai,i20,2016,Petrol,"18,494 km","₹6,04,199"
493,Hyundai,VENUE,2019,Petrol,"26,448 km","₹10,81,099"
494,Maruti,Ertiga,2019,Diesel,"31,584 km","₹8,57,499"
495,Maruti,Vitara,2018,Diesel,"59,639 km","₹8,49,099"
496,Maruti,New,2019,Petrol,"26,538 km","₹5,23,899"
497,Honda,Jazz,2012,Petrol,"65,710 km","₹3,23,899"
498,Ford,Ecosport,2015,Petrol,"27,468 km","₹5,23,499"
499,Hyundai,Grand,2016,Petrol,"53,881 km","₹4,08,799"
500,Ford,Ecosport,2018,Petrol,"12,488 km","₹7,49,699"
501,Maruti,Ciaz,2018,Diesel,"15,511 km","₹8,98,799"
502,Hyundai,Grand,2016,Petrol,"29,826 km","₹4,19,999"
503,Maruti,Dzire,2020,Petrol,"3,000 km","₹7,58,599"
504,Maruti,Celerio,2015,Petrol,"21,306 km","₹3,78,199"
505,Hyundai,Grand,2017,Petrol,"8,592 km","₹5,04,199"
506,Honda,Brio,2013,Petrol,"56,857 km","₹3,42,199"
507,Maruti,Vitara,2018,Diesel,"35,944 km","₹9,46,499"
508,Ford,Figo,2014,Diesel,"43,237 km","₹3,03,999"
509,Maruti,Swift,2012,Petrol,"49,478 km","₹3,64,099"
510,Hyundai,Xcent,2014,Petrol,"35,256 km","₹3,81,699"
511,Datsun,Redi,2016,Petrol,"48,135 km","₹2,32,599"
512,Hyundai,Xcent,2017,Petrol + CNG,"24,262 km","₹4,97,599"
513,Maruti,Wagon,2014,Petrol + CNG,"59,494 km","₹3,24,999"
514,Maruti,Swift,2016,Diesel,"64,120 km","₹5,80,099"
515,Hyundai,i10,2011,Petrol,"23,073 km","₹2,28,699"
516,Datsun,Redi,2018,Petrol,"4,190 km","₹2,66,799"
517,Tata,Hexa,2018,Diesel,"29,404 km","₹11,22,599"
518,Volkswagen,Polo,2018,Petrol,"43,686 km","₹5,06,499"
519,Maruti,Swift,2013,Diesel,"35,212 km","₹4,14,199"
520,Maruti,New,2019,Petrol,"3,555 km","₹5,21,899"
521,Toyota,Innova,2017,Diesel,"44,371 km","₹15,45,899"
522,Maruti,Wagon,2016,Petrol,"19,759 km","₹4,13,399"
523,Ford,Ecosport,2015,Diesel,"62,314 km","₹5,41,699"
524,Honda,City,2017,Petrol,"44,106 km","₹9,11,099"
525,Hyundai,i20,2013,Petrol,"22,785 km","₹3,73,999"
526,Hyundai,Creta,2016,Petrol,"39,104 km","₹10,56,399"
527,Maruti,Ertiga,2020,Petrol + CNG,"32,402 km","₹10,30,799"
528,Maruti,Celerio,2017,Petrol + CNG,"25,109 km","₹4,29,399"
529,Hyundai,Verna,2018,Diesel,"12,729 km","₹10,84,299"
530,Honda,Amaze,2018,Petrol,"14,604 km","₹6,40,799"
531,Maruti,Swift,2020,Petrol,"1,550 km","₹6,27,799"
532,Hyundai,Elite,2017,Diesel,"68,595 km","₹5,92,399"
533,Maruti,Swift,2018,Diesel,"5,284 km","₹6,50,399"
534,Maruti,Alto,2017,Petrol + CNG,"1,519 km","₹3,57,699"
535,Maruti,Baleno,2017,Petrol,"48,530 km","₹5,33,999"
536,Maruti,Swift,2019,Diesel,"19,590 km","₹7,03,799"
537,Renault,Kwid,2019,Petrol,"10,737 km","₹3,90,599"
538,Ford,Ecosport,2019,Diesel,"17,152 km","₹9,26,299"
539,Hyundai,Grand,2014,Petrol,"52,072 km","₹4,02,899"
540,Renault,Kwid,2019,Petrol,"7,547 km","₹4,83,599"
541,Maruti,Ertiga,2016,Diesel,"1,30,674 km","₹6,48,899"
542,Maruti,IGNIS,2017,Petrol,"30,608 km","₹4,15,099"
543,Maruti,Celerio,2016,Petrol,"39,682 km","₹4,19,599"
544,Maruti,Alto,2015,Petrol,"9,226 km","₹3,36,599"
545,Volkswagen,Polo,2018,Petrol,"9,207 km","₹6,55,599"
546,Maruti,Swift,2018,Petrol,"1,08,532 km","₹5,37,299"
547,Maruti,Celerio,2018,Petrol,"10,199 km","₹4,56,199"
548,Tata,Tiago,2018,Petrol,"25,032 km","₹4,51,199"
549,MG,HECTOR,2020,Petrol,"9,047 km","₹16,26,099"
550,Maruti,Baleno,2018,Petrol,"23,172 km","₹6,37,699"
551,Hyundai,Verna,2015,Petrol,"25,274 km","₹5,04,299"
552,Maruti,Alto,2018,Petrol,"19,746 km","₹3,81,199"
553,Maruti,Dzire,2018,Diesel,"38,211 km","₹7,45,399"
554,Honda,Civic,2019,Petrol,"15,611 km","₹15,27,199"
555,Honda,Brio,2015,Petrol,"41,406 km","₹3,58,199"
556,Maruti,Vitara,2020,Petrol,"18,943 km","₹9,17,499"
557,Hyundai,i20,2012,Petrol,"94,468 km","₹3,70,399"
558,Hyundai,Elite,2016,Petrol,"56,445 km","₹4,93,899"
559,Maruti,Ciaz,2014,Petrol,"93,091 km","₹5,15,499"
560,Maruti,S,2018,Diesel,"37,002 km","₹7,80,199"
561,Maruti,Ciaz,2015,Diesel,"1,61,918 km","₹5,28,299"
562,Maruti,Dzire,2017,Petrol,"67,513 km","₹6,20,599"
563,Maruti,Ertiga,2017,Diesel,"93,844 km","₹7,57,699"
564,Maruti,Celerio,2014,Petrol,"33,246 km","₹4,06,199"
565,Hyundai,VENUE,2019,Petrol,"8,924 km","₹9,89,499"
566,Hyundai,New,2017,Diesel,"69,070 km","₹11,68,099"
567,Hyundai,Verna,2018,Diesel,"35,363 km","₹10,30,799"
568,Hyundai,Elite,2019,Petrol,"13,240 km","₹7,34,099"
569,Tata,NEXON,2018,Petrol,"18,534 km","₹8,59,199"
570,Maruti,Vitara,2017,Diesel,"70,598 km","₹6,25,799"
571,KIA,SELTOS,2019,Petrol,"12,872 km","₹12,03,199"
572,Maruti,Baleno,2018,Petrol,"25,115 km","₹6,00,599"
573,Hyundai,Elite,2016,Petrol,"44,528 km","₹5,40,799"
574,KIA,SELTOS,2019,Petrol,"20,989 km","₹15,54,799"
575,KIA,SELTOS,2019,Diesel,"34,292 km","₹16,12,099"
576,Ford,Ecosport,2018,Petrol,"20,282 km","₹7,20,999"
577,Maruti,IGNIS,2017,Petrol,"16,256 km","₹5,32,899"
578,Maruti,IGNIS,2017,Petrol,"24,753 km","₹5,04,599"
579,Maruti,IGNIS,2017,Petrol,"41,139 km","₹4,93,599"
580,Nissan,Micra,2018,Petrol,"14,360 km","₹6,22,099"
581,Hyundai,Elite,2016,Petrol,"84,580 km","₹5,59,999"
582,Hyundai,Elite,2017,Petrol,"25,111 km","₹6,09,299"
583,Honda,City,2018,Petrol,"17,138 km","₹9,83,099"
584,Hyundai,i20,2012,Petrol,"31,372 km","₹3,97,199"
585,Hyundai,Elite,2018,Petrol,"10,222 km","₹7,71,699"
586,Honda,City,2019,Petrol,"1,810 km","₹11,10,499"
587,Maruti,Baleno,2016,Petrol,"58,063 km","₹5,48,399"
588,Honda,Amaze,2014,Diesel,"54,831 km","₹3,69,499"
589,Maruti,Baleno,2016,Diesel,"96,899 km","₹5,68,999"
590,Maruti,Ertiga,2019,Diesel,"24,585 km","₹12,06,899"
591,Maruti,Baleno,2019,Petrol,"10,357 km","₹6,98,299"
592,Maruti,Celerio,2016,Petrol,"51,815 km","₹3,91,399"
593,Maruti,Baleno,2017,Petrol,"18,994 km","₹6,09,299"
594,Ford,Ecosport,2018,Petrol,"17,005 km","₹9,15,199"
595,Maruti,Vitara,2017,Diesel,"24,367 km","₹7,14,899"
596,Maruti,Vitara,2019,Diesel,"67,109 km","₹7,75,099"
597,Hyundai,Elite,2018,Petrol,"4,649 km","₹7,04,199"
598,Maruti,S,2017,Diesel,"80,900 km","₹8,54,099"
599,Maruti,Baleno,2017,Petrol,"21,954 km","₹5,55,599"
600,KIA,SELTOS,2020,Petrol,"2,787 km","₹19,69,399"
601,Maruti,Swift,2013,Diesel,"74,296 km","₹5,28,199"
602,Hyundai,Grand,2016,Petrol,"46,758 km","₹4,63,799"
603,Maruti,Baleno,2018,Petrol,"9,439 km","₹6,03,999"
604,Hyundai,Grand,2019,Petrol,"7,469 km","₹5,40,199"
605,Hyundai,Grand,2017,Diesel,"32,683 km","₹4,89,199"
606,Maruti,Alto,2015,Petrol,"64,611 km","₹3,13,999"
607,Hyundai,Grand,2017,Petrol,"20,910 km","₹4,99,799"
608,Maruti,Alto,2012,Petrol,"5,126 km","₹2,19,699"
609,Maruti,Baleno,2019,Petrol,"10,458 km","₹6,95,599"
610,Renault,Kwid,2019,Petrol,"17,595 km","₹4,26,299"
611,Hyundai,Grand,2016,Petrol,"30,912 km","₹4,48,999"
612,Maruti,Vitara,2017,Diesel,"98,197 km","₹7,54,699"
613,Maruti,Alto,2017,Petrol,"54,305 km","₹3,00,099"
614,Hyundai,Grand,2016,Petrol,"36,247 km","₹4,85,199"
615,Maruti,Vitara,2018,Diesel,"38,175 km","₹9,21,299"
616,Maruti,Celerio,2018,Petrol,"20,753 km","₹4,63,399"
617,Hyundai,NEW,2019,Petrol,"2,639 km","₹5,49,399"
618,Maruti,Dzire,2018,Diesel,"64,285 km","₹7,30,799"
619,Ford,Ecosport,2019,Petrol,"22,773 km","₹9,57,199"
620,Maruti,Vitara,2019,Diesel,"31,803 km","₹9,16,799"
621,Maruti,Alto,2014,Petrol,"46,886 km","₹2,69,899"
622,Maruti,Swift,2013,Petrol,"27,784 km","₹4,59,199"
623,Maruti,Celerio,2017,Petrol,"4,520 km","₹4,61,499"
624,Maruti,Alto,2015,Petrol,"32,560 km","₹2,58,399"
625,Maruti,Alto,2015,Petrol,"25,490 km","₹3,26,399"
626,Hyundai,Grand,2017,Petrol,"27,268 km","₹5,46,499"
627,Maruti,Alto,2018,Petrol,"14,908 km","₹3,84,699"
628,Maruti,Alto,2017,Petrol,"18,797 km","₹3,23,899"
629,Maruti,Alto,2018,Petrol,"27,957 km","₹3,24,299"
630,Maruti,Alto,2017,Petrol,"22,244 km","₹3,26,599"
631,Maruti,Ertiga,2016,Diesel,"51,157 km","₹7,79,799"
632,Maruti,Celerio,2016,Petrol,"95,276 km","₹3,91,799"
633,Maruti,XL6,2021,Petrol,"9,153 km","₹11,90,299"
634,Maruti,Swift,2017,Petrol,"14,505 km","₹5,43,299"
635,Ford,Ecosport,2014,Petrol,"41,955 km","₹4,51,099"
636,Maruti,Baleno,2017,Petrol,"19,149 km","₹5,95,799"
637,Maruti,Dzire,2019,Petrol,"19,015 km","₹6,53,799"
638,Hyundai,Grand,2015,Petrol,"80,058 km","₹3,87,099"
639,Ford,Ecosport,2020,Diesel,"7,261 km","₹10,11,099"
640,Hyundai,Grand,2016,Petrol,"6,353 km","₹4,51,699"
641,Hyundai,Creta,2017,Diesel,"97,226 km","₹11,28,199"
642,Maruti,Baleno,2016,Petrol,"26,581 km","₹5,91,099"
643,Honda,Jazz,2017,Petrol,"48,106 km","₹6,06,299"
644,Volkswagen,Polo,2012,Diesel,"67,595 km","₹2,58,399"
645,Maruti,A,2009,Petrol,"94,540 km","₹1,86,799"
646,Honda,City,2011,Petrol,"1,01,973 km","₹3,06,899"
647,Tata,Tiago,2018,Petrol,"12,651 km","₹3,77,899"
648,KIA,SELTOS,2020,Petrol,"22,656 km","₹11,95,699"
649,Volkswagen,Ameo,2016,Petrol,"52,783 km","₹4,56,499"
650,Skoda,Octavia,2015,Petrol,"93,768 km","₹8,03,499"
651,Maruti,Ciaz,2015,Diesel,"1,25,499 km","₹5,89,299"
652,Volkswagen,Ameo,2016,Petrol,"39,132 km","₹4,74,499"
653,Volkswagen,Ameo,2016,Petrol,"32,750 km","₹4,73,299"
654,Maruti,Celerio,2016,Diesel,"84,347 km","₹3,82,899"
655,Hyundai,i20,2016,Petrol,"20,933 km","₹5,70,599"
656,Hyundai,Xcent,2017,Petrol,"45,922 km","₹4,62,099"
657,Hyundai,Xcent,2017,Petrol,"31,123 km","₹4,48,199"
658,Maruti,Swift,2015,Diesel,"1,11,167 km","₹5,00,099"
659,Maruti,Swift,2016,Petrol,"85,566 km","₹5,30,899"
660,Maruti,Celerio,2015,Petrol,"22,159 km","₹3,62,299"
661,Maruti,Vitara,2016,Diesel,"96,919 km","₹6,72,399"
662,Toyota,Innova,2015,Diesel,"89,358 km","₹9,05,099"
663,Maruti,Swift,2014,Diesel,"89,794 km","₹4,65,699"
664,Hyundai,Verna,2019,Petrol,"11,728 km","₹8,93,199"
665,Maruti,Ciaz,2018,Diesel,"50,685 km","₹7,72,199"
666,Maruti,Swift,2018,Petrol,"23,649 km","₹6,18,799"
667,Maruti,Alto,2015,Petrol,"12,341 km","₹3,11,499"
668,Maruti,S,2018,Diesel,"28,912 km","₹9,28,799"
669,Maruti,S,2018,Diesel,"19,001 km","₹8,14,699"
670,Maruti,Vitara,2017,Diesel,"74,197 km","₹6,52,299"
671,Hyundai,Verna,2016,Petrol,"6,319 km","₹5,20,599"
672,Honda,WR-V,2018,Diesel,"37,639 km","₹7,56,599"
673,Ford,Ecosport,2018,Petrol,"14,838 km","₹7,01,499"
674,Maruti,Vitara,2017,Diesel,"38,464 km","₹7,32,399"
675,Maruti,Baleno,2018,Petrol,"19,481 km","₹6,34,199"
676,Maruti,Alto,2017,Petrol,"15,575 km","₹3,13,799"
677,Maruti,IGNIS,2018,Petrol,"11,321 km","₹5,69,499"
678,Hyundai,Elite,2015,Diesel,"1,04,937 km","₹4,71,499"
679,Ford,Ecosport,2018,Petrol,"29,751 km","₹8,34,499"
680,Maruti,Celerio,2019,Petrol,"6,559 km","₹5,11,199"
681,Hyundai,Creta,2015,Diesel,"1,02,938 km","₹7,74,299"
682,Honda,City,2015,Petrol,"38,714 km","₹5,52,299"
683,Maruti,S,2020,Petrol,"8,651 km","₹4,32,499"
684,Hyundai,Elite,2014,Petrol,"80,954 km","₹5,16,499"
685,Maruti,Vitara,2018,Diesel,"35,579 km","₹9,43,499"
686,Honda,Brio,2016,Petrol,"15,805 km","₹4,00,799"
687,Honda,Amaze,2013,Petrol,"15,271 km","₹4,14,599"
688,Tata,Hexa,2017,Diesel,"99,380 km","₹8,98,299"
689,Hyundai,Creta,2016,Petrol,"14,897 km","₹9,89,499"
690,Maruti,Celerio,2014,Petrol,"64,208 km","₹3,84,899"
691,Hyundai,Elite,2016,Petrol,"22,594 km","₹5,10,299"
692,Maruti,Dzire,2017,Petrol,"1,16,512 km","₹5,75,499"
693,Hyundai,Grand,2016,Petrol,"33,565 km","₹4,14,099"
694,Ford,Ecosport,2016,Petrol,"23,304 km","₹6,21,299"
695,Hyundai,Eon,2014,Petrol,"63,171 km","₹2,40,399"
696,Honda,Jazz,2011,Petrol,"1,21,543 km","₹2,52,399"
697,Maruti,Celerio,2014,Petrol,"15,647 km","₹3,70,399"
698,Hyundai,Elite,2016,Petrol,"28,761 km","₹5,07,999"
699,Tata,Tiago,2017,Petrol,"26,102 km","₹4,63,199"
700,Hyundai,Eon,2013,Petrol,"13,809 km","₹2,19,699"
701,Maruti,Ritz,2013,Petrol,"21,445 km","₹3,23,899"
702,Maruti,Swift,2015,Petrol,"62,081 km","₹4,41,199"
703,Ford,Ecosport,2018,Petrol,"8,925 km","₹7,39,699"
704,Maruti,Wagon,2015,Petrol,"57,492 km","₹3,28,999"
705,Maruti,Swift,2015,Petrol,"44,747 km","₹4,27,899"
706,Maruti,Baleno,2017,Petrol,"10,530 km","₹6,22,199"
707,Maruti,Wagon,2017,Petrol,"33,826 km","₹4,05,399"
708,Hyundai,Creta,2017,Diesel,"79,362 km","₹11,03,399"
709,Maruti,Vitara,2019,Diesel,"42,680 km","₹8,04,599"
710,Tata,Nano,2017,Petrol,"41,959 km","₹2,25,799"
711,Maruti,Celerio,2017,Petrol,"10,142 km","₹4,09,799"
712,Hyundai,i20,2010,Petrol + CNG,"87,846 km","₹1,63,299"
713,Tata,Tiago,2017,Petrol,"16,358 km","₹3,97,099"
714,Maruti,Ertiga,2015,Diesel,"49,628 km","₹6,45,499"
715,Maruti,Swift,2012,Petrol,"78,889 km","₹3,78,499"
716,Maruti,Ertiga,2016,Diesel,"78,094 km","₹7,63,199"
717,Honda,Mobilio,2014,Diesel,"24,169 km","₹5,00,099"
718,Datsun,Redi,2017,Petrol,"17,774 km","₹2,56,799"
719,Maruti,Dzire,2017,Petrol,"37,024 km","₹5,62,099"
720,Maruti,Swift,2013,Petrol,"39,859 km","₹4,16,299"
721,Honda,Amaze,2014,Diesel,"57,348 km","₹3,96,899"
722,Maruti,Swift,2016,Petrol,"39,608 km","₹4,11,099"
723,Ford,Ecosport,2016,Diesel,"51,849 km","₹6,12,399"
724,Ford,Ecosport,2014,Petrol,"44,165 km","₹4,66,999"
725,Hyundai,Elite,2017,Petrol,"40,991 km","₹5,25,999"
726,Maruti,Ertiga,2017,Diesel,"62,533 km","₹8,22,399"
727,Maruti,New,2020,Petrol + CNG,"9,595 km","₹5,89,399"
728,Tata,Hexa,2018,Diesel,"39,905 km","₹13,55,199"
729,Ford,Ecosport,2016,Diesel,"86,474 km","₹5,94,399"
730,Maruti,Alto,2015,Petrol + CNG,"61,386 km","₹2,36,499"
731,Hyundai,Creta,2018,Petrol,"15,061 km","₹10,19,299"
732,Maruti,IGNIS,2018,Petrol,"12,811 km","₹4,41,499"
733,Hyundai,Creta,2017,Petrol,"31,602 km","₹10,61,399"
734,Hyundai,GRAND,2019,Petrol,"13,922 km","₹6,50,999"
735,Hyundai,GRAND,2019,Petrol,"2,047 km","₹7,09,599"
736,Hyundai,Eon,2018,Petrol,"5,701 km","₹3,63,999"
737,Maruti,Baleno,2017,Petrol + CNG,"60,665 km","₹5,32,299"
738,Maruti,Ertiga,2016,Diesel,"1,30,674 km","₹6,48,899"
739,Maruti,IGNIS,2017,Petrol,"30,608 km","₹4,15,099"
740,Maruti,Celerio,2016,Petrol,"39,682 km","₹4,19,599"
741,Maruti,Alto,2015,Petrol,"9,226 km","₹3,36,599"
742,Volkswagen,Polo,2018,Petrol,"9,207 km","₹6,55,599"
743,Maruti,Swift,2018,Petrol,"1,08,532 km","₹5,37,299"
744,Maruti,Celerio,2018,Petrol,"10,199 km","₹4,56,199"
745,Tata,Tiago,2018,Petrol,"25,032 km","₹4,51,199"
746,MG,HECTOR,2020,Petrol,"9,047 km","₹16,26,099"
747,Maruti,Baleno,2018,Petrol,"23,172 km","₹6,37,699"
748,Hyundai,Verna,2015,Petrol,"25,274 km","₹5,04,299"
749,Maruti,Alto,2018,Petrol,"19,746 km","₹3,81,199"
750,Maruti,Dzire,2018,Diesel,"38,211 km","₹7,45,399"
751,Honda,Civic,2019,Petrol,"15,611 km","₹15,27,199"
752,Honda,Brio,2015,Petrol,"41,406 km","₹3,58,199"
753,Maruti,Vitara,2020,Petrol,"18,943 km","₹9,17,499"
754,Hyundai,i20,2012,Petrol,"94,468 km","₹3,70,399"
755,Hyundai,Elite,2016,Petrol,"56,445 km","₹4,93,899"
756,Maruti,Ciaz,2014,Petrol,"93,091 km","₹5,15,499"
757,Maruti,S,2018,Diesel,"37,002 km","₹7,80,199"
758,Maruti,Ciaz,2015,Diesel,"1,61,918 km","₹5,28,299"
759,Maruti,Dzire,2017,Petrol,"67,513 km","₹6,20,599"
760,Maruti,Ertiga,2017,Diesel,"93,844 km","₹7,57,699"
761,Maruti,Celerio,2014,Petrol,"33,246 km","₹4,06,199"
762,Hyundai,VENUE,2019,Petrol,"8,924 km","₹9,89,499"
763,Hyundai,New,2017,Diesel,"69,070 km","₹11,68,099"
764,Hyundai,Verna,2018,Diesel,"35,363 km","₹10,30,799"
765,Hyundai,Elite,2019,Petrol,"13,240 km","₹7,34,099"
766,Tata,NEXON,2018,Petrol,"18,534 km","₹8,59,199"
767,Maruti,Vitara,2017,Diesel,"70,598 km","₹6,25,799"
768,KIA,SELTOS,2019,Petrol,"12,872 km","₹12,03,199"
769,Maruti,Baleno,2018,Petrol,"25,115 km","₹6,00,599"
770,Hyundai,Elite,2016,Petrol,"44,528 km","₹5,40,799"
771,KIA,SELTOS,2019,Petrol,"20,989 km","₹15,54,799"
772,KIA,SELTOS,2019,Diesel,"34,292 km","₹16,12,099"
773,Ford,Ecosport,2018,Petrol,"20,282 km","₹7,20,999"
774,Maruti,IGNIS,2017,Petrol,"16,256 km","₹5,32,899"
775,Maruti,IGNIS,2017,Petrol,"24,753 km","₹5,04,599"
776,Maruti,IGNIS,2017,Petrol,"41,139 km","₹4,93,599"
777,Nissan,Micra,2018,Petrol,"14,360 km","₹6,22,099"
778,Hyundai,Elite,2016,Petrol,"84,580 km","₹5,59,999"
